state,puma12,cbsa20,stab,CBSAName20
25,504,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,505,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,506,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,507,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,508,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,701,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,702,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,703,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,704,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,1000,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,1300,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,1400,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,1600,44140,MA,"Springfield, MA"
25,1900,44140,MA,"Springfield, MA"
25,1901,44140,MA,"Springfield, MA"
25,1902,44140,MA,"Springfield, MA"
25,2400,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,2800,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3301,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3302,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3303,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3304,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3305,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3306,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3400,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3500,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3601,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3602,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3603,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,3900,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,4000,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,4200,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,4301,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,4302,39300,MA,"Providence-Warwick, RI-MA"
25,4303,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,4500,39300,MA,"Providence-Warwick, RI-MA"
25,4700,12700,MA,"Barnstable Town, MA"
25,4800,12700,MA,"Barnstable Town, MA"
25,4901,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,4902,14460,MA,"Boston-Cambridge-Newton, MA-NH"
25,4903,12700,MA,"Barnstable Town, MA"
26,100,21540,MI,"Escanaba, MI"
26,200,21540,MI,"Escanaba, MI"
26,300,10980,MI,"Alpena, MI"
26,400,15620,MI,"Cadillac, MI"
26,500,45900,MI,"Traverse City, MI"
26,600,13660,MI,"Big Rapids, MI"
26,700,34740,MI,"Muskegon, MI"
26,801,24340,MI,"Grand Rapids-Kentwood, MI"
26,802,24340,MI,"Grand Rapids-Kentwood, MI"
26,900,26090,MI,"Holland, MI"
26,1001,24340,MI,"Grand Rapids-Kentwood, MI"
26,1002,24340,MI,"Grand Rapids-Kentwood, MI"
26,1003,24340,MI,"Grand Rapids-Kentwood, MI"
26,1004,24340,MI,"Grand Rapids-Kentwood, MI"
26,1100,13660,MI,"Big Rapids, MI"
26,1200,10940,MI,"Alma, MI"
26,1300,99999,MI,[not in a CBSA]
26,1400,13020,MI,"Bay City, MI"
26,1500,40980,MI,"Saginaw, MI"
26,1600,99999,MI,[not in a CBSA]
26,1701,19820,MI,"Detroit-Warren-Dearborn, MI"
26,1702,22420,MI,"Flint, MI"
26,1703,22420,MI,"Flint, MI"
26,1704,22420,MI,"Flint, MI"
26,1801,29620,MI,"Lansing-East Lansing, MI"
26,1802,29620,MI,"Lansing-East Lansing, MI"
26,1900,29620,MI,"Lansing-East Lansing, MI"
26,2000,12980,MI,"Battle Creek, MI"
26,2101,28020,MI,"Kalamazoo-Portage, MI"
26,2102,28020,MI,"Kalamazoo-Portage, MI"
26,2200,17740,MI,"Coldwater, MI"
26,2300,43780,MI,"South Bend-Mishawaka, IN-MI"
26,2400,35660,MI,"Niles, MI"
26,2500,10300,MI,"Adrian, MI"
26,2600,27100,MI,"Jackson, MI"
26,2701,11460,MI,"Ann Arbor, MI"
26,2702,11460,MI,"Ann Arbor, MI"
26,2703,11460,MI,"Ann Arbor, MI"
26,2800,19820,MI,"Detroit-Warren-Dearborn, MI"
26,2901,19820,MI,"Detroit-Warren-Dearborn, MI"
26,2902,19820,MI,"Detroit-Warren-Dearborn, MI"
26,2903,19820,MI,"Detroit-Warren-Dearborn, MI"
26,2904,19820,MI,"Detroit-Warren-Dearborn, MI"
26,2905,19820,MI,"Detroit-Warren-Dearborn, MI"
26,2906,19820,MI,"Detroit-Warren-Dearborn, MI"
26,2907,19820,MI,"Detroit-Warren-Dearborn, MI"
26,2908,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3001,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3002,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3003,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3004,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3005,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3006,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3100,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3201,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3202,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3203,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3204,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3205,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3206,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3207,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3208,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3209,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3210,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3211,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3212,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3213,19820,MI,"Detroit-Warren-Dearborn, MI"
26,3300,11460,MI,"Ann Arbor, MI"
27,100,22020,MN,"Fargo, ND-MN"
27,200,13420,MN,"Bemidji, MN"
27,300,13420,MN,"Bemidji, MN"
27,400,20260,MN,"Duluth, MN-WI"
27,500,20260,MN,"Duluth, MN-WI"
27,600,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,700,14660,MN,"Brainerd, MN"
27,800,10820,MN,"Alexandria, MN"
27,900,41060,MN,"St. Cloud, MN"
27,1000,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1101,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1102,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1103,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1201,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1202,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1301,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1302,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1303,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1304,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1401,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1402,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1403,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1404,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1405,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1406,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1407,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1408,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1409,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1410,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1501,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1502,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1503,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1600,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1700,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1800,33460,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27,1900,26780,MN,"Hutchinson, MN"
27,2000,31860,MN,"Mankato, MN"
27,2100,21860,MN,"Fairmont, MN"
27,2200,31860,MN,"Mankato, MN"
27,2300,22060,MN,"Faribault-Northfield, MN"
27,2400,10660,MN,"Albert Lea, MN"
27,2500,40340,MN,"Rochester, MN"
27,2600,29100,MN,"La Crosse-Onalaska, WI-MN"
28,100,32820,MS,"Memphis, TN-MS-AR"
28,200,18420,MS,"Corinth, MS"
28,300,17260,MS,"Clarksdale, MS"
28,400,37060,MS,"Oxford, MS"
28,500,32820,MS,"Memphis, TN-MS-AR"
28,600,18060,MS,"Columbus, MS"
28,700,24900,MS,"Greenwood, MS"
28,800,17380,MS,"Cleveland, MS"
28,900,27140,MS,"Jackson, MS"
28,1000,27140,MS,"Jackson, MS"
28,1100,27140,MS,"Jackson, MS"
28,1200,27140,MS,"Jackson, MS"
28,1300,27140,MS,"Jackson, MS"
28,1400,29860,MS,"Laurel, MS"
28,1500,32940,MS,"Meridian, MS"
28,1600,15020,MS,"Brookhaven, MS"
28,1700,25620,MS,"Hattiesburg, MS"
28,1800,25620,MS,"Hattiesburg, MS"
28,1900,25060,MS,"Gulfport-Biloxi, MS"
28,2000,25060,MS,"Gulfport-Biloxi, MS"
28,2100,25060,MS,"Gulfport-Biloxi, MS"
29,100,32340,MO,"Maryville, MO"
29,200,28140,MO,"Kansas City, MO-KS"
29,300,22800,MO,"Fort Madison-Keokuk, IA-IL-MO"
29,400,33020,MO,"Mexico, MO"
29,500,27620,MO,"Jefferson City, MO"
29,600,17860,MO,"Columbia, MO"
29,700,17860,MO,"Columbia, MO"
29,800,28140,MO,"Kansas City, MO-KS"
29,901,28140,MO,"Kansas City, MO-KS"
29,902,28140,MO,"Kansas City, MO-KS"
29,903,28140,MO,"Kansas City, MO-KS"
29,1001,28140,MO,"Kansas City, MO-KS"
29,1002,28140,MO,"Kansas City, MO-KS"
29,1003,28140,MO,"Kansas City, MO-KS"
29,1004,28140,MO,"Kansas City, MO-KS"
29,1005,28140,MO,"Kansas City, MO-KS"
29,1100,28140,MO,"Kansas City, MO-KS"
29,1200,99999,MO,[not in a CBSA]
29,1300,30060,MO,"Lebanon, MO"
29,1400,22780,MO,"Fort Leonard Wood, MO"
29,1500,40620,MO,"Rolla, MO"
29,1600,41180,MO,"St. Louis, MO-IL"
29,1701,41180,MO,"St. Louis, MO-IL"
29,1702,41180,MO,"St. Louis, MO-IL"
29,1703,41180,MO,"St. Louis, MO-IL"
29,1801,41180,MO,"St. Louis, MO-IL"
29,1802,41180,MO,"St. Louis, MO-IL"
29,1803,41180,MO,"St. Louis, MO-IL"
29,1804,41180,MO,"St. Louis, MO-IL"
29,1805,41180,MO,"St. Louis, MO-IL"
29,1806,41180,MO,"St. Louis, MO-IL"
29,1807,41180,MO,"St. Louis, MO-IL"
29,1808,41180,MO,"St. Louis, MO-IL"
29,1901,41180,MO,"St. Louis, MO-IL"
29,1902,41180,MO,"St. Louis, MO-IL"
29,2001,41180,MO,"St. Louis, MO-IL"
29,2002,41180,MO,"St. Louis, MO-IL"
29,2100,22100,MO,"Farmington, MO"
29,2200,16020,MO,"Cape Girardeau, MO-IL"
29,2300,28380,MO,"Kennett, MO"
29,2400,38740,MO,"Poplar Bluff, MO"
29,2500,48460,MO,"West Plains, MO"
29,2601,14700,MO,"Branson, MO"
29,2602,44180,MO,"Springfield, MO"
29,2603,44180,MO,"Springfield, MO"
29,2700,14700,MO,"Branson, MO"
29,2800,27900,MO,"Joplin, MO"
32,101,39900,NV,"Reno, NV"
32,102,39900,NV,"Reno, NV"
32,103,39900,NV,"Reno, NV"
32,200,16180,NV,"Carson City, NV"
32,300,21220,NV,"Elko, NV"
32,401,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,402,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,403,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,404,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,405,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,406,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,407,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,408,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,409,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,410,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,411,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,412,29820,NV,"Las Vegas-Henderson-Paradise, NV"
32,413,29820,NV,"Las Vegas-Henderson-Paradise, NV"
33,100,13620,NH,"Berlin, NH"
33,200,18180,NH,"Concord, NH"
33,300,14460,NH,"Boston-Cambridge-Newton, MA-NH"
33,400,14460,NH,"Boston-Cambridge-Newton, MA-NH"
33,500,28300,NH,"Keene, NH"
33,501,31700,NH,"Manchester-Nashua, NH"
33,600,28300,NH,"Keene, NH"
33,700,14460,NH,"Boston-Cambridge-Newton, MA-NH"
33,701,14460,NH,"Boston-Cambridge-Newton, MA-NH"
33,703,14460,NH,"Boston-Cambridge-Newton, MA-NH"
33,800,18180,NH,"Concord, NH"
33,900,31700,NH,"Manchester-Nashua, NH"
33,1000,14460,NH,"Boston-Cambridge-Newton, MA-NH"
34,101,12100,NJ,"Atlantic City-Hammonton, NJ"
34,102,12100,NJ,"Atlantic City-Hammonton, NJ"
34,301,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,302,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,303,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,304,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,305,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,306,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,307,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,308,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,400,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,501,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,502,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,503,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,601,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,602,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,701,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,702,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,703,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,800,10900,NJ,"Allentown-Bethlehem-Easton, PA-NJ"
34,901,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,902,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,903,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,904,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,905,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,906,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,907,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1001,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1002,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1003,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1101,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1102,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1103,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1104,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1105,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1106,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1201,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1202,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1203,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1204,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1205,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1301,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1302,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1401,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1402,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1403,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1404,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1501,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1502,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1503,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1504,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1600,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1700,10900,NJ,"Allentown-Bethlehem-Easton, PA-NJ"
34,1800,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1901,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1902,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1903,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,1904,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,2001,37980,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34,2002,37980,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34,2003,37980,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34,2101,37980,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34,2102,37980,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34,2103,37980,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34,2104,37980,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34,2201,37980,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34,2202,37980,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34,2301,45940,NJ,"Trenton-Princeton, NJ"
34,2302,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,2303,45940,NJ,"Trenton-Princeton, NJ"
34,2400,12100,NJ,"Atlantic City-Hammonton, NJ"
34,2500,37980,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34,2600,12100,NJ,"Atlantic City-Hammonton, NJ"
34,2903,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
34,3002,35620,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
36,100,36300,NY,"Ogdensburg-Massena, NY"
36,200,31660,NY,"Malone, NY"
36,300,24020,NY,"Glens Falls, NY"
36,401,46540,NY,"Utica-Rome, NY"
36,402,46540,NY,"Utica-Rome, NY"
36,403,10580,NY,"Albany-Schenectady-Troy, NY"
36,500,45060,NY,"Syracuse, NY"
36,503,39100,NY,"Poughkeepsie-Newburgh-Middletown, NY"
36,600,45060,NY,"Syracuse, NY"
36,701,45060,NY,"Syracuse, NY"
36,702,45060,NY,"Syracuse, NY"
36,703,45060,NY,"Syracuse, NY"
36,704,12180,NY,"Auburn, NY"
36,800,40380,NY,"Rochester, NY"
36,901,40380,NY,"Rochester, NY"
36,902,40380,NY,"Rochester, NY"
36,903,40380,NY,"Rochester, NY"
36,904,40380,NY,"Rochester, NY"
36,905,40380,NY,"Rochester, NY"
36,906,40380,NY,"Rochester, NY"
36,1000,12860,NY,"Batavia, NY"
36,1101,15380,NY,"Buffalo-Cheektowaga, NY"
36,1102,15380,NY,"Buffalo-Cheektowaga, NY"
36,1201,15380,NY,"Buffalo-Cheektowaga, NY"
36,1202,15380,NY,"Buffalo-Cheektowaga, NY"
36,1203,15380,NY,"Buffalo-Cheektowaga, NY"
36,1204,15380,NY,"Buffalo-Cheektowaga, NY"
36,1205,15380,NY,"Buffalo-Cheektowaga, NY"
36,1206,15380,NY,"Buffalo-Cheektowaga, NY"
36,1207,15380,NY,"Buffalo-Cheektowaga, NY"
36,1300,40380,NY,"Rochester, NY"
36,1400,40380,NY,"Rochester, NY"
36,1500,18660,NY,"Cortland, NY"
36,1600,11220,NY,"Amsterdam, NY"
36,1700,10580,NY,"Albany-Schenectady-Troy, NY"
36,1801,10580,NY,"Albany-Schenectady-Troy, NY"
36,1802,10580,NY,"Albany-Schenectady-Troy, NY"
36,1900,10580,NY,"Albany-Schenectady-Troy, NY"
36,2001,10580,NY,"Albany-Schenectady-Troy, NY"
36,2002,10580,NY,"Albany-Schenectady-Troy, NY"
36,2100,26460,NY,"Hudson, NY"
36,2201,13780,NY,"Binghamton, NY"
36,2202,13780,NY,"Binghamton, NY"
36,2203,13780,NY,"Binghamton, NY"
36,2300,27060,NY,"Ithaca, NY"
36,2401,18500,NY,"Corning, NY"
36,2402,18500,NY,"Corning, NY"
36,2500,27460,NY,"Jamestown-Dunkirk-Fredonia, NY"
36,2600,27460,NY,"Jamestown-Dunkirk-Fredonia, NY"
36,2701,28740,NY,"Kingston, NY"
36,2702,28740,NY,"Kingston, NY"
36,2801,39100,NY,"Poughkeepsie-Newburgh-Middletown, NY"
36,2802,39100,NY,"Poughkeepsie-Newburgh-Middletown, NY"
36,2901,39100,NY,"Poughkeepsie-Newburgh-Middletown, NY"
36,2902,39100,NY,"Poughkeepsie-Newburgh-Middletown, NY"
36,2903,39100,NY,"Poughkeepsie-Newburgh-Middletown, NY"
36,3001,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3002,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3003,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3101,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3102,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3103,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3104,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3105,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3106,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3107,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3201,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3202,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3203,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3204,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3205,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3206,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3207,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3208,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3209,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3210,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3211,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3212,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3301,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3302,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3303,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3304,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3305,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3306,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3307,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3308,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3309,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3310,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3311,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3312,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3313,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3701,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3702,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3703,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3704,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3705,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3706,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3707,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3708,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3709,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3710,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3801,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3802,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3803,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3804,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3805,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3806,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3807,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3808,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3809,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3810,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3901,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3902,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,3903,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4001,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4002,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4003,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4004,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4005,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4006,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4007,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4008,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4009,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4010,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4011,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4012,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4013,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4014,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4015,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4016,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4017,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4018,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4101,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4102,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
