state,puma12,cbsa20,stab,CBSAName20
36,4103,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4104,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4105,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4106,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4107,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4108,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4109,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4110,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4111,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4112,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4113,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36,4114,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA"
37, ,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,100,11700,NC,"Asheville, NC"
37,200,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,300,24660,NC,"Greensboro-High Point, NC"
37,400,20500,NC,"Durham-Chapel Hill, NC"
37,500,25780,NC,"Henderson, NC"
37,600,40260,NC,"Roanoke Rapids, NC"
37,700,21020,NC,"Elizabeth City, NC"
37,800,28620,NC,"Kill Devil Hills, NC"
37,900,39580,NC,"Raleigh-Cary, NC"
37,1000,24140,NC,"Goldsboro, NC"
37,1100,39580,NC,"Raleigh-Cary, NC"
37,1201,39580,NC,"Raleigh-Cary, NC"
37,1202,39580,NC,"Raleigh-Cary, NC"
37,1203,39580,NC,"Raleigh-Cary, NC"
37,1204,39580,NC,"Raleigh-Cary, NC"
37,1205,22180,NC,"Fayetteville, NC"
37,1206,20500,NC,"Durham-Chapel Hill, NC"
37,1207,39580,NC,"Raleigh-Cary, NC"
37,1208,39580,NC,"Raleigh-Cary, NC"
37,1301,20500,NC,"Durham-Chapel Hill, NC"
37,1302,20500,NC,"Durham-Chapel Hill, NC"
37,1400,15500,NC,"Burlington, NC"
37,1500,15500,NC,"Burlington, NC"
37,1600,15500,NC,"Burlington, NC"
37,1701,24660,NC,"Greensboro-High Point, NC"
37,1702,24660,NC,"Greensboro-High Point, NC"
37,1703,15500,NC,"Burlington, NC"
37,1704,15500,NC,"Burlington, NC"
37,1801,49180,NC,"Winston-Salem, NC"
37,1802,49180,NC,"Winston-Salem, NC"
37,1803,49180,NC,"Winston-Salem, NC"
37,1900,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,2000,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,2100,11700,NC,"Asheville, NC"
37,2201,11700,NC,"Asheville, NC"
37,2202,11700,NC,"Asheville, NC"
37,2300,11700,NC,"Asheville, NC"
37,2400,19000,NC,"Cullowhee, NC"
37,2500,11700,NC,"Asheville, NC"
37,2600,11700,NC,"Asheville, NC"
37,2700,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,2800,25860,NC,"Hickory-Lenoir-Morganton, NC"
37,2900,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3001,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3002,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3101,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3102,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3103,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3104,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3105,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3106,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3107,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3108,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3200,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3300,10620,NC,"Albemarle, NC"
37,3400,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,3500,24660,NC,"Greensboro-High Point, NC"
37,3600,24660,NC,"Greensboro-High Point, NC"
37,3700,20500,NC,"Durham-Chapel Hill, NC"
37,3800,22180,NC,"Fayetteville, NC"
37,3900,22180,NC,"Fayetteville, NC"
37,4000,24140,NC,"Goldsboro, NC"
37,4100,27340,NC,"Jacksonville, NC"
37,4200,24780,NC,"Greenville, NC"
37,4300,24780,NC,"Greenville, NC"
37,4400,24780,NC,"Greenville, NC"
37,4500,27340,NC,"Jacksonville, NC"
37,4600,48900,NC,"Wilmington, NC"
37,4700,48900,NC,"Wilmington, NC"
37,4800,34820,NC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
37,4900,31300,NC,"Lumberton, NC"
37,5001,22180,NC,"Fayetteville, NC"
37,5002,22180,NC,"Fayetteville, NC"
37,5003,22180,NC,"Fayetteville, NC"
37,5100,22180,NC,"Fayetteville, NC"
37,5200,22180,NC,"Fayetteville, NC"
37,5300,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
37,5400,16740,NC,"Charlotte-Concord-Gastonia, NC-SC"
39,100,19580,OH,"Defiance, OH"
39,200,45780,OH,"Toledo, OH"
39,300,45780,OH,"Toledo, OH"
39,400,45780,OH,"Toledo, OH"
39,500,45780,OH,"Toledo, OH"
39,600,45780,OH,"Toledo, OH"
39,700,17460,OH,"Cleveland-Elyria, OH"
39,801,17460,OH,"Cleveland-Elyria, OH"
39,802,11740,OH,"Ashland, OH"
39,901,17460,OH,"Cleveland-Elyria, OH"
39,902,17460,OH,"Cleveland-Elyria, OH"
39,903,17460,OH,"Cleveland-Elyria, OH"
39,904,17460,OH,"Cleveland-Elyria, OH"
39,905,17460,OH,"Cleveland-Elyria, OH"
39,906,17460,OH,"Cleveland-Elyria, OH"
39,907,17460,OH,"Cleveland-Elyria, OH"
39,908,17460,OH,"Cleveland-Elyria, OH"
39,909,17460,OH,"Cleveland-Elyria, OH"
39,910,17460,OH,"Cleveland-Elyria, OH"
39,1000,17460,OH,"Cleveland-Elyria, OH"
39,1100,17460,OH,"Cleveland-Elyria, OH"
39,1200,17460,OH,"Cleveland-Elyria, OH"
39,1300,11780,OH,"Ashtabula, OH"
39,1400,10420,OH,"Akron, OH"
39,1500,49660,OH,"Youngstown-Warren-Boardman, OH-PA"
39,1600,49660,OH,"Youngstown-Warren-Boardman, OH-PA"
39,1700,10420,OH,"Akron, OH"
39,1801,10420,OH,"Akron, OH"
39,1802,10420,OH,"Akron, OH"
39,1803,10420,OH,"Akron, OH"
39,1804,10420,OH,"Akron, OH"
39,1805,10420,OH,"Akron, OH"
39,1900,17460,OH,"Cleveland-Elyria, OH"
39,2000,10420,OH,"Akron, OH"
39,2100,11740,OH,"Ashland, OH"
39,2200,31900,OH,"Mansfield, OH"
39,2300,15340,OH,"Bucyrus-Galion, OH"
39,2400,22300,OH,"Findlay, OH"
39,2500,30620,OH,"Lima, OH"
39,2600,16380,OH,"Celina, OH"
39,2700,13340,OH,"Bellefontaine, OH"
39,2800,18140,OH,"Columbus, OH"
39,2900,15740,OH,"Cambridge, OH"
39,3000,35420,OH,"New Philadelphia-Dover, OH"
39,3100,15940,OH,"Canton-Massillon, OH"
39,3200,15940,OH,"Canton-Massillon, OH"
39,3300,15940,OH,"Canton-Massillon, OH"
39,3400,41400,OH,"Salem, OH"
39,3500,48260,OH,"Weirton-Steubenville, WV-OH"
39,3600,31930,OH,"Marietta, OH"
39,3700,18140,OH,"Columbus, OH"
39,3800,18140,OH,"Columbus, OH"
39,3900,18140,OH,"Columbus, OH"
39,4000,18140,OH,"Columbus, OH"
39,4101,18140,OH,"Columbus, OH"
39,4102,18140,OH,"Columbus, OH"
39,4103,18140,OH,"Columbus, OH"
39,4104,18140,OH,"Columbus, OH"
39,4105,18140,OH,"Columbus, OH"
39,4106,18140,OH,"Columbus, OH"
39,4107,18140,OH,"Columbus, OH"
39,4108,18140,OH,"Columbus, OH"
39,4109,18140,OH,"Columbus, OH"
39,4110,18140,OH,"Columbus, OH"
39,4111,18140,OH,"Columbus, OH"
39,4200,18140,OH,"Columbus, OH"
39,4300,44220,OH,"Springfield, OH"
39,4400,19430,OH,"Dayton-Kettering, OH"
39,4500,19430,OH,"Dayton-Kettering, OH"
39,4601,19430,OH,"Dayton-Kettering, OH"
39,4602,19430,OH,"Dayton-Kettering, OH"
39,4603,19430,OH,"Dayton-Kettering, OH"
39,4604,17140,OH,"Cincinnati, OH-KY-IN"
39,4700,19430,OH,"Dayton-Kettering, OH"
39,4800,17060,OH,"Chillicothe, OH"
39,4900,18140,OH,"Columbus, OH"
39,5000,11900,OH,"Athens, OH"
39,5100,26580,OH,"Huntington-Ashland, WV-KY-OH"
39,5200,17140,OH,"Cincinnati, OH-KY-IN"
39,5301,17140,OH,"Cincinnati, OH-KY-IN"
39,5302,17140,OH,"Cincinnati, OH-KY-IN"
39,5401,17140,OH,"Cincinnati, OH-KY-IN"
39,5402,17140,OH,"Cincinnati, OH-KY-IN"
39,5403,17140,OH,"Cincinnati, OH-KY-IN"
39,5501,17140,OH,"Cincinnati, OH-KY-IN"
39,5502,17140,OH,"Cincinnati, OH-KY-IN"
39,5503,17140,OH,"Cincinnati, OH-KY-IN"
39,5504,17140,OH,"Cincinnati, OH-KY-IN"
39,5505,17140,OH,"Cincinnati, OH-KY-IN"
39,5506,17140,OH,"Cincinnati, OH-KY-IN"
39,5507,17140,OH,"Cincinnati, OH-KY-IN"
39,5600,17140,OH,"Cincinnati, OH-KY-IN"
39,5700,17140,OH,"Cincinnati, OH-KY-IN"
40, ,33060,OK,"Miami, OK"
40,100,33060,OK,"Miami, OK"
40,200,22900,OK,"Fort Smith, AR-OK"
40,300,20460,OK,"Durant, OK"
40,400,11060,OK,"Altus, OK"
40,500,25100,OK,"Guymon, OK"
40,601,30020,OK,"Lawton, OK"
40,602,11620,OK,"Ardmore, OK"
40,701,10220,OK,"Ada, OK"
40,702,10220,OK,"Ada, OK"
40,800,36420,OK,"Oklahoma City, OK"
40,900,36420,OK,"Oklahoma City, OK"
40,1001,36420,OK,"Oklahoma City, OK"
40,1002,36420,OK,"Oklahoma City, OK"
40,1003,36420,OK,"Oklahoma City, OK"
40,1004,36420,OK,"Oklahoma City, OK"
40,1005,36420,OK,"Oklahoma City, OK"
40,1006,36420,OK,"Oklahoma City, OK"
40,1101,36420,OK,"Oklahoma City, OK"
40,1102,36420,OK,"Oklahoma City, OK"
40,1201,46140,OK,"Tulsa, OK"
40,1202,46140,OK,"Tulsa, OK"
40,1203,46140,OK,"Tulsa, OK"
40,1204,46140,OK,"Tulsa, OK"
40,1301,46140,OK,"Tulsa, OK"
40,1302,34780,OK,"Muskogee, OK"
40,1400,21420,OK,"Enid, OK"
40,1501,43060,OK,"Shawnee, OK"
40,1601,12780,OK,"Bartlesville, OK"
41,100,25840,OR,"Hermiston-Pendleton, OR"
41,200,13460,OR,"Bend, OR"
41,300,13460,OR,"Bend, OR"
41,400,13460,OR,"Bend, OR"
41,500,11820,OR,"Astoria, OR"
41,600,10540,OR,"Albany-Lebanon, OR"
41,703,21660,OR,"Eugene-Springfield, OR"
41,704,21660,OR,"Eugene-Springfield, OR"
41,705,10540,OR,"Albany-Lebanon, OR"
41,800,15060,OR,"Brookings, OR"
41,901,32780,OR,"Medford, OR"
41,902,32780,OR,"Medford, OR"
41,1000,21660,OR,"Eugene-Springfield, OR"
41,1103,41420,OR,"Salem, OR"
41,1104,41420,OR,"Salem, OR"
41,1105,10540,OR,"Albany-Lebanon, OR"
41,1200,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1301,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1302,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1303,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1305,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1314,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1316,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1317,26220,OR,"Hood River, OR"
41,1318,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1319,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1320,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1321,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1322,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1323,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
41,1324,38900,OR,"Portland-Vancouver-Hillsboro, OR-WA"
42,101,21500,PA,"Erie, PA"
42,102,21500,PA,"Erie, PA"
42,200,32740,PA,"Meadville, PA"
42,300,14620,PA,"Bradford, PA"
42,400,42380,PA,"Sayre, PA"
42,500,35620,PA,"New York-Newark-Jersey City, NY-NJ-PA"
42,600,20700,PA,"East Stroudsburg, PA"
42,701,42540,PA,"Scranton--Wilkes-Barre, PA"
42,702,42540,PA,"Scranton--Wilkes-Barre, PA"
42,801,42540,PA,"Scranton--Wilkes-Barre, PA"
42,802,42540,PA,"Scranton--Wilkes-Barre, PA"
42,803,14100,PA,"Bloomsburg-Berwick, PA"
42,900,30820,PA,"Lock Haven, PA"
42,1000,14100,PA,"Bloomsburg-Berwick, PA"
42,1100,30260,PA,"Lewisburg, PA"
42,1200,20180,PA,"DuBois, PA"
42,1300,32740,PA,"Meadville, PA"
42,1400,35260,PA,"New Castle, PA"
42,1501,35260,PA,"New Castle, PA"
42,1502,38300,PA,"Pittsburgh, PA"
42,1600,38300,PA,"Pittsburgh, PA"
42,1701,38300,PA,"Pittsburgh, PA"
42,1702,38300,PA,"Pittsburgh, PA"
42,1801,38300,PA,"Pittsburgh, PA"
42,1802,38300,PA,"Pittsburgh, PA"
42,1803,38300,PA,"Pittsburgh, PA"
42,1804,38300,PA,"Pittsburgh, PA"
42,1805,38300,PA,"Pittsburgh, PA"
42,1806,38300,PA,"Pittsburgh, PA"
42,1807,38300,PA,"Pittsburgh, PA"
42,1900,26860,PA,"Indiana, PA"
42,2001,38300,PA,"Pittsburgh, PA"
42,2002,38300,PA,"Pittsburgh, PA"
42,2003,27780,PA,"Johnstown, PA"
42,2100,11020,PA,"Altoona, PA"
42,2200,11020,PA,"Altoona, PA"
42,2301,16540,PA,"Chambersburg-Waynesboro, PA"
42,2302,25420,PA,"Harrisburg-Carlisle, PA"
42,2401,25420,PA,"Harrisburg-Carlisle, PA"
42,2402,25420,PA,"Harrisburg-Carlisle, PA"
42,2500,30140,PA,"Lebanon, PA"
42,2600,39060,PA,"Pottsville, PA"
42,2701,39740,PA,"Reading, PA"
42,2702,39740,PA,"Reading, PA"
42,2703,39740,PA,"Reading, PA"
42,2801,10900,PA,"Allentown-Bethlehem-Easton, PA-NJ"
42,2802,10900,PA,"Allentown-Bethlehem-Easton, PA-NJ"
42,2803,10900,PA,"Allentown-Bethlehem-Easton, PA-NJ"
42,2901,10900,PA,"Allentown-Bethlehem-Easton, PA-NJ"
42,2902,10900,PA,"Allentown-Bethlehem-Easton, PA-NJ"
42,3001,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3002,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3003,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3004,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3101,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3102,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3103,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3104,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3105,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3106,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3201,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3202,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3203,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3204,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3205,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3206,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3207,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3208,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3209,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3210,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3211,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3301,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3302,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3303,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3304,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3401,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3402,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3403,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3404,37980,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42,3501,29540,PA,"Lancaster, PA"
42,3502,29540,PA,"Lancaster, PA"
42,3503,29540,PA,"Lancaster, PA"
42,3504,29540,PA,"Lancaster, PA"
42,3601,49620,PA,"York-Hanover, PA"
42,3602,49620,PA,"York-Hanover, PA"
42,3603,23900,PA,"Gettysburg, PA"
42,3701,16540,PA,"Chambersburg-Waynesboro, PA"
42,3702,16540,PA,"Chambersburg-Waynesboro, PA"
42,3800,27780,PA,"Johnstown, PA"
42,3900,38300,PA,"Pittsburgh, PA"
42,4001,38300,PA,"Pittsburgh, PA"
42,4002,38300,PA,"Pittsburgh, PA"
44,101,39300,RI,"Providence-Warwick, RI-MA"
44,102,39300,RI,"Providence-Warwick, RI-MA"
44,103,39300,RI,"Providence-Warwick, RI-MA"
44,104,39300,RI,"Providence-Warwick, RI-MA"
44,201,39300,RI,"Providence-Warwick, RI-MA"
44,300,39300,RI,"Providence-Warwick, RI-MA"
44,400,39300,RI,"Providence-Warwick, RI-MA"
45,101,24860,SC,"Greenville-Anderson, SC"
45,102,24860,SC,"Greenville-Anderson, SC"
45,103,24860,SC,"Greenville-Anderson, SC"
45,104,24860,SC,"Greenville-Anderson, SC"
45,105,24860,SC,"Greenville-Anderson, SC"
45,200,24860,SC,"Greenville-Anderson, SC"
45,301,43900,SC,"Spartanburg, SC"
45,302,23500,SC,"Gaffney, SC"
45,400,16740,SC,"Charlotte-Concord-Gastonia, NC-SC"
45,501,16740,SC,"Charlotte-Concord-Gastonia, NC-SC"
45,502,16740,SC,"Charlotte-Concord-Gastonia, NC-SC"
45,601,17900,SC,"Columbia, SC"
45,602,17900,SC,"Columbia, SC"
45,603,17900,SC,"Columbia, SC"
45,604,17900,SC,"Columbia, SC"
45,605,17900,SC,"Columbia, SC"
45,700,13500,SC,"Bennettsville, SC"
45,800,22500,SC,"Florence, SC"
45,900,22500,SC,"Florence, SC"
45,1000,23860,SC,"Georgetown, SC"
45,1101,34820,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
45,1102,23860,SC,"Georgetown, SC"
45,1201,16700,SC,"Charleston-North Charleston, SC"
45,1202,16700,SC,"Charleston-North Charleston, SC"
45,1203,16700,SC,"Charleston-North Charleston, SC"
45,1204,16700,SC,"Charleston-North Charleston, SC"
45,1300,36700,SC,"Orangeburg, SC"
45,1400,25940,SC,"Hilton Head Island-Bluffton, SC"
45,1500,12260,SC,"Augusta-Richmond County, GA-SC"
45,1600,24860,SC,"Greenville-Anderson, SC"
47, ,27740,TN,"Johnson City, TN"
47,100,20540,TN,"Dyersburg, TN"
47,200,32280,TN,"Martin, TN"
47,300,17300,TN,"Clarksville, TN-KY"
47,400,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,500,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,600,32660,TN,"McMinnville, TN"
47,700,18260,TN,"Cookeville, TN"
47,800,18900,TN,"Crossville, TN"
47,900,28700,TN,"Kingsport-Bristol, TN-VA"
47,1000,28700,TN,"Kingsport-Bristol, TN-VA"
47,1100,28700,TN,"Kingsport-Bristol, TN-VA"
47,1200,24620,TN,"Greeneville, TN"
47,1300,27740,TN,"Johnson City, TN"
47,1400,34100,TN,"Morristown, TN"
47,1500,34100,TN,"Morristown, TN"
47,1601,28940,TN,"Knoxville, TN"
47,1602,28940,TN,"Knoxville, TN"
47,1603,28940,TN,"Knoxville, TN"
47,1604,28940,TN,"Knoxville, TN"
47,1700,28940,TN,"Knoxville, TN"
47,1800,28940,TN,"Knoxville, TN"
47,1900,11940,TN,"Athens, TN"
47,2001,16860,TN,"Chattanooga, TN-GA"
47,2002,16860,TN,"Chattanooga, TN-GA"
47,2003,16860,TN,"Chattanooga, TN-GA"
47,2100,16860,TN,"Chattanooga, TN-GA"
47,2200,46100,TN,"Tullahoma-Manchester, TN"
47,2300,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,2401,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,2402,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,2501,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,2502,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,2503,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,2504,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,2505,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,2600,34980,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47,2700,30280,TN,"Lewisburg, TN"
47,2800,29980,TN,"Lawrenceburg, TN"
47,2900,15140,TN,"Brownsville, TN"
47,3000,27180,TN,"Jackson, TN"
47,3100,32820,TN,"Memphis, TN-MS-AR"
47,3201,32820,TN,"Memphis, TN-MS-AR"
47,3202,32820,TN,"Memphis, TN-MS-AR"
47,3203,32820,TN,"Memphis, TN-MS-AR"
47,3204,32820,TN,"Memphis, TN-MS-AR"
47,3205,32820,TN,"Memphis, TN-MS-AR"
47,3206,32820,TN,"Memphis, TN-MS-AR"
47,3207,32820,TN,"Memphis, TN-MS-AR"
47,3208,32820,TN,"Memphis, TN-MS-AR"
48,100,11100,TX,"Amarillo, TX"
48,200,11100,TX,"Amarillo, TX"
48,300,11100,TX,"Amarillo, TX"
48,400,30220,TX,"Levelland, TX"
48,500,99999,TX,[not in a CBSA]
48,501,31180,TX,"Lubbock, TX"
48,502,31180,TX,"Lubbock, TX"
48,600,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,700,48660,TX,"Wichita Falls, TX"
48,701,23620,TX,"Gainesville, TX"
48,800,14300,TX,"Bonham, TX"
48,900,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,1000,34420,TX,"Mount Pleasant, TX"
48,1100,45500,TX,"Texarkana, TX-AR"
48,1200,30980,TX,"Longview, TX"
48,1300,34420,TX,"Mount Pleasant, TX"
48,1400,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,1501,46340,TX,"Tyler, TX"
48,1502,46340,TX,"Tyler, TX"
48,1600,30980,TX,"Longview, TX"
48,1700,27380,TX,"Jacksonville, TX"
48,1800,11980,TX,"Athens, TX"
48,1901,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,1902,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,1903,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,1904,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,1905,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,1906,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,1907,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2001,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2002,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2003,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2004,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2005,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2006,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2101,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2102,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2200,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2301,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2302,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2303,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2304,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2305,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2306,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2307,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2308,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2309,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2310,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2311,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2312,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2313,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2314,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2315,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2316,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2317,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2318,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2319,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2320,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2321,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2322,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2400,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2501,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2502,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2503,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2504,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2505,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2506,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2507,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2508,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2509,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2510,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2511,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2512,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2513,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2514,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2515,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2516,19100,TX,"Dallas-Fort Worth-Arlington, TX"
48,2600,10180,TX,"Abilene, TX"
48,2700,10180,TX,"Abilene, TX"
48,2800,13700,TX,"Big Spring, TX"
48,2900,41660,TX,"San Angelo, TX"
48,3000,33260,TX,"Midland, TX"
48,3100,36220,TX,"Odessa, TX"
48,3200,11380,TX,"Andrews, TX"
48,3301,21340,TX,"El Paso, TX"
48,3302,21340,TX,"El Paso, TX"
